ASM,Region,Input Date,Distributor,Stock Date,Category,Prod ID,Stock,Week,Month,Month (Name),Max Mapping
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-02,250,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-04,2613,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-05,2257,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-07,3923,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-09,257,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-102,366,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-103,2621,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-104,863,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-106,2051,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-131,4876,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-132,2168,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-134,60,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-1441,291,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-1442,132,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-1443,97,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-1445,113,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-148,1451,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-149,1629,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-150,1712,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-158,296,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-18,852,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-230,651,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-231,940,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-232,804,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-233,1113,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-234,364,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-235,129,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-26,756,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-27,1659,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-29,16122,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-31,2468,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-34,2248,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-35,3436,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-36,2468,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-37,4378,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-38,2519,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-40,1764,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-41,1743,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-42,1558,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-43,1200,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-44,507,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-45,4622,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-47,173,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-51,15870,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-54,343,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-70,430,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-71,961,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-72,203,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-73,213,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-800,149,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-801,17,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-804,210,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-82,1120,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - BANDA ACEH,28-Feb-2025,G2G,G2G-83,5879,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-01,0,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-02,11,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-03,0,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-04,1278,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-05,4177,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-07,2875,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-09,0,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-102,0,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-103,807,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-104,391,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-106,110,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-131,2456,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-132,0,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-134,102,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-135,0,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-1440,304,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-1441,172,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-1442,108,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-1443,150,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-1444,66,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-1445,189,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-148,237,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-149,26,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-150,163,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-156,0,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-157,141,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-158,69,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-17,0,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-18,12,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-22,0,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-230,97,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-231,174,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-232,0,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-233,0,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-234,119,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-235,172,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-26,237,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-27,3333,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-29,10434,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-31,1543,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-34,1431,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-35,1654,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-36,161,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-37,84,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-38,977,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-40,1249,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-41,237,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-42,1162,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-43,980,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-44,61,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-45,4633,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-47,0,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-51,6492,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-54,158,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-70,1200,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-71,248,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-72,503,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-73,141,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-800,0,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-801,100,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-802,91,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-803,91,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-804,115,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-805,0,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-82,591,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LHOKSEUMAWE,28-Feb-2025,G2G,G2G-83,752,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LANGSA,28-Feb-2025,G2G,G2G-02,91,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LANGSA,28-Feb-2025,G2G,G2G-04,604,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LANGSA,28-Feb-2025,G2G,G2G-05,1576,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LANGSA,28-Feb-2025,G2G,G2G-07,2069,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LANGSA,28-Feb-2025,G2G,G2G-09,79,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LANGSA,28-Feb-2025,G2G,G2G-104,1,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LANGSA,28-Feb-2025,G2G,G2G-106,54,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LANGSA,28-Feb-2025,G2G,G2G-131,31,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LANGSA,28-Feb-2025,G2G,G2G-1441,38,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LANGSA,28-Feb-2025,G2G,G2G-1444,25,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LANGSA,28-Feb-2025,G2G,G2G-157,52,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LANGSA,28-Feb-2025,G2G,G2G-158,47,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LANGSA,28-Feb-2025,G2G,G2G-17,62,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LANGSA,28-Feb-2025,G2G,G2G-18,686,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LANGSA,28-Feb-2025,G2G,G2G-230,388,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LANGSA,28-Feb-2025,G2G,G2G-232,1,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LANGSA,28-Feb-2025,G2G,G2G-234,370,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LANGSA,28-Feb-2025,G2G,G2G-235,213,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LANGSA,28-Feb-2025,G2G,G2G-26,16,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LANGSA,28-Feb-2025,G2G,G2G-27,1767,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LANGSA,28-Feb-2025,G2G,G2G-29,2620,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LANGSA,28-Feb-2025,G2G,G2G-31,1202,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LANGSA,28-Feb-2025,G2G,G2G-35,796,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LANGSA,28-Feb-2025,G2G,G2G-36,1153,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LANGSA,28-Feb-2025,G2G,G2G-37,1101,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LANGSA,28-Feb-2025,G2G,G2G-38,1082,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LANGSA,28-Feb-2025,G2G,G2G-40,913,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LANGSA,28-Feb-2025,G2G,G2G-41,121,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LANGSA,28-Feb-2025,G2G,G2G-43,257,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LANGSA,28-Feb-2025,G2G,G2G-44,50,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LANGSA,28-Feb-2025,G2G,G2G-45,5626,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LANGSA,28-Feb-2025,G2G,G2G-47,46,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LANGSA,28-Feb-2025,G2G,G2G-51,5382,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LANGSA,28-Feb-2025,G2G,G2G-70,136,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LANGSA,28-Feb-2025,G2G,G2G-73,99,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LANGSA,28-Feb-2025,G2G,G2G-801,13,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT GLOBAL MITRA PRIMA - LANGSA,28-Feb-2025,G2G,G2G-83,9,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT Global Mitra Prima - Medan,28-Feb-2025,G2G,G2G-01,0,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT Global Mitra Prima - Medan,28-Feb-2025,G2G,G2G-02,527,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT Global Mitra Prima - Medan,28-Feb-2025,G2G,G2G-03,0,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT Global Mitra Prima - Medan,28-Feb-2025,G2G,G2G-04,6229,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT Global Mitra Prima - Medan,28-Feb-2025,G2G,G2G-05,13653,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT Global Mitra Prima - Medan,28-Feb-2025,G2G,G2G-07,22054,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT Global Mitra Prima - Medan,28-Feb-2025,G2G,G2G-09,146,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT Global Mitra Prima - Medan,28-Feb-2025,G2G,G2G-102,2,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT Global Mitra Prima - Medan,28-Feb-2025,G2G,G2G-103,2065,9,2,February,
Ryo Wignyo,Northern Sumatera,3-Mar-2025,PT Global Mitra Prima - Medan,28-Feb-2025,G2G,G2G-104,205,9,2,February,
